Class,normalisasi_frekuensi,normalisasi_total
23790255,0,0.541826134499727
1015900,0,0.036632039365774
938634,1,0.003280481137233
21636593,0.272727280855179,1
22644226,0.363636374473572,0.045379989065063
24297067,0.181818187236786,0
789904,0.454545468091965,0.751776927282668
1301299,0.181818187236786,0.140513942044833
